especies,registros BHRD,Hábito,ID,SpecieName,Family,Genus,Specific.Epiteth,Seed.type,Sind,fdiam,flen,seeddiam,seedlen,wooden,Tre.size.max,scientificName,id_bhrd,id_flora,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vernacular.name,occurrence,establishment,arvore_life.form,Arbusto_life.form,LVT_life.form,Subarbusto_life.form,suculenta_life.form,Terricola_habitat,Rupicola_habitat,Hemiepifita_habitat
Rudgea jasminoides,11,Arbusto|Árvore,1636,Rudgea jasminoides,Rubiaceae,Rudgea,jasminoides,recalcitrant,zoochoric,"9,4","9,6",NA,NA,NA,7,Rudgea jasminoides,sp_1004,14257,Rudgea jasminoides (Cham.) Mi¼ll.Arg.,NA,Rubiaceae,species,accepted,Rudgea jasminoides,NA,,Rudgea jasminoides,Arbusto|arvore,Terricola,jasmin-do-mato/PORTUGUES/Sao Paulo | cafi©-do-mato/PORTUGUES/Sao Paulo | casca d'anta/PORTUGUES/Sao Paulo | pasto d'anta/PORTUGUES/Sao Paulo | pimenteira-de-folha-larga/PORTUGUES/Sao Paulo,BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Diplusodon virgatus,11,Arbusto|Árvore|Subarbusto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplusodon virgatus,sp_0924,8778,Diplusodon virgatus Pohl,NA,Lythraceae,species,accepted,Diplusodon virgatus,NA,,Diplusodon virgatus,Arbusto|arvore|Subarbusto,Terricola,NA,BR-DF|BR-GO|BR-MG|BR-MT|BR-SP|BR-TO,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Myrcia rufipes,11,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrcia rufipes,sp_0976,10753,Myrcia rufipes DC.,NA,Myrtaceae,species,accepted,Myrcia rufipes,NA,,Myrcia rufipes,arvore,Terricola,NA,BR-AL|BR-BA|BR-ES|BR-GO|BR-MG|BR-SP,native,1,0,0,0,0,0,0,0
Myrcia spectabilis,11,Árvore,1275,Myrcia spectabilis,Myrtaceae,Myrcia,spectabilis,recalcitrant,zoochoric,"14,7",13,"11,4",NA,NA,10,Myrcia spectabilis,sp_0977,10758,Myrcia spectabilis DC.,NA,Myrtaceae,species,accepted,Myrcia spectabilis,NA,,Myrcia spectabilis,arvore,Terricola,NA,BR-AL|BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Cordia trichoclada,11,Árvore,392,Cordia trichoclada,Boraginaceae,Cordia,trichoclada,orthodox,zoochoric,16,"25,7",11,15,"0,5",15,Cordia trichoclada,sp_0909,16535,Cordia trichoclada DC.,NA,Boraginaceae,species,accepted,Cordia trichoclada,LC,,Cordia trichoclada,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Myrcia plusiantha,11,Árvore,1266,Myrcia plusiantha,Myrtaceae,Myrcia,plusiantha,recalcitrant,zoochoric,"7,5",NA,NA,NA,NA,NA,Myrcia plusiantha,sp_0975,10739,Myrcia plusiantha Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia plusiantha,NT,,Myrcia plusiantha,arvore,Terricola,NA,BR-ES|BR-PR|BR-RJ|BR-RN|BR-SP,native,1,0,0,0,0,0,0,0
Cecropia glaziovii,11,Árvore,278,Cecropia glaziovii,Urticaceae,Cecropia,glaziovii,orthodox,zoochoric,"12,62",230,"0,62",2,"0,41",16,Cecropia glaziovii,sp_0902,15039,Cecropia glaziovii Snethl.,NA,Urticaceae,species,accepted,Cecropia glaziovii,NA,,Cecropia glaziovii,arvore,Terricola,embaiºba vermelha/PORTUGUES/Sao Paulo,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Coussapoa microcarpa,11,Arbusto|Árvore,415,Coussapoa microcarpa,Urticaceae,Coussapoa,microcarpa,NA,zoochoric,17,17,"1,2","2,8","0,59",15,Coussapoa microcarpa,sp_0910,15046,Coussapoa microcarpa (Schott) Rizzini,NA,Urticaceae,species,accepted,Coussapoa microcarpa,NA,,Coussapoa microcarpa,Arbusto|arvore,Terricola|Hemiepifita,mata-pau/PORTUGUES/Sao Paulo,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,native,"0,5","0,5",0,0,0,"0,5",0,"0,5"
Laplacea fruticosa,11,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laplacea fruticosa,sp_0949,88145,Laplacea fruticosa (Schrad.) Kobuski,NA,Theaceae,species,accepted,Laplacea fruticosa,NA,,Laplacea fruticosa,Arbusto|arvore,Terricola,NA,BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Gaylussacia brasiliensis,11,Arbusto|Árvore|Subarbusto,728,Gaylussacia brasiliensis,Ericaceae,Gaylussacia,brasiliensis,NA,zoochoric,"7,44","6,7","1,79","2,7","0,675",3,Gaylussacia brasiliensis,sp_0939,7483,Gaylussacia brasiliensis (Spreng.) Meisn.,NA,Ericaceae,species,accepted,Gaylussacia brasiliensis,NA,,Gaylussacia brasiliensis,Arbusto|arvore|Subarbusto,Terricola,camarinha/PORTUGUES/sul,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Trichilia casaretti,11,Árvore,1895,Trichilia casaretti,Meliaceae,Trichilia,casaretti,recalcitrant,zoochoric,10,20,8,12,"0,78",10,Trichilia casaretti,sp_1025,19742,Trichilia casaretti C.DC.,NA,Meliaceae,species,accepted,Trichilia casaretti,LC,,Trichilia casaretti,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Dialium guianense,11,Árvore,493,Dialium guianense,Fabaceae,Dialium,guianense,NA,zoochoric,"15,6",22,"8,3","10,5","0,939625",30,Dialium guianense,sp_0918,22940,Dialium guianense (Aubl.) Sandwith,NA,Fabaceae,species,accepted,Dialium guianense,NA,,Dialium guianense,arvore,Terricola,"Jutai­/PORTUGUES/Acre, Amazonas, Pari¡ | Jutai­ pororoca/PORTUGUES/Acre, Amazonas, Pari¡ | Jutaicica/PORTUGUES/Amazonas | Parajuba/PORTUGUES/Pari¡ | Cururu/PORTUGUES/Pari¡ | Sucupembinha/PORTUGUES/Maranhao | Quebra-machado/PORTUGUES/Espi­rito Santo | Durinho/PORTUGUES/Espi­rito Santo | Ironwood/INGLES/Mi©xico | Guapigue/ESPANHOL/Mi©xico | Tamarino prieto/ESPANHOL/Honduras | Paleta/ESPANHOL/Guatemala | Comenegro/ESPANHOL/Nicari¡gua | Tamarindo de montai±a/ESPANHOL/Panami¡ | Granadillo/ESPANHOL/Coli´mbia | Cacho/ESPANHOL/Venezuela | Huitillo/ESPANHOL/Peru | Tamarindo/PORTUGUES/Acre, Amazonas | Pororoca/PORTUGUES/Acre, Amazonas, Pari¡ | Jitai-amarelo/PORTUGUES/Bahia | Jitai-preto/PORTUGUES/Bahia | Jataipeba/PORTUGUES/Espi­rito Santo | Roxinho/PORTUGUES/Minas Gerais | Pau-ferro/PORTUGUES/Pernambuco | Tamarina/PORTUGUES/Acre",BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PE|BR-PI|BR-RO|BR-RR|BR-SE|BR-TO,native,1,0,0,0,0,0,0,0
Ficus arpazusa,11,Árvore,701,Ficus arpazusa,Moraceae,Ficus,arpazusa,orthodox,zoochoric,"11,5",11,"0,7",3,"0,555",8,Ficus arpazusa,sp_0936,10138,Ficus arpazusa Casar.,NA,Moraceae,species,accepted,Ficus arpazusa,NA,,Ficus arpazusa,arvore,Terricola|Hemiepifita,NA,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP,native,1,0,0,0,0,"0,5",0,"0,5"
Urera baccifera,11,Arbusto|Árvore,1926,Urera baccifera,Urticaceae,Urera,baccifera,orthodox,zoochoric,"4,3",5,2,2,"0,17",20,Urera baccifera,sp_1028,15076,Urera baccifera (L.) Gaudich. ex Wedd.,NA,Urticaceae,species,accepted,Urera baccifera,NA,,Urera baccifera,Arbusto|arvore,Terricola,urgi/PORTUGUES/NA,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Neoraputia alba,11,Árvore,1336,Neoraputia alba,Rutaceae,Neoraputia,alba,orthodox,abiotic,"30,29","18,61","6,2","8,7","0,75",10,Neoraputia alba,sp_0981,847,Neoraputia alba (Nees & Mart.) Emmerich ex Kallunki,NA,Rutaceae,species,accepted,Neoraputia alba,NA,,Neoraputia alba,arvore,Terricola,"arapoca/PORTUGUES/vi¡rios estados, muitas exsicatas e em Pio Correa 1926 | arapoca branca/PORTUGUES/vi¡rios estados, muitas exsicatas e em Pio Correa 1926 | arapoca verdadeira/PORTUGUES/vi¡rios estados, muitas exsicatas e em Pio Correa 1926 | banha-de-galinha/PORTUGUES/Bahia | mucanga/PORTUGUES/Bahia e Minas Gerais | sucanga/PORTUGUES/Bahia e Minas Gerais",BR-BA|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Sapium glandulosum,11,Arbusto|Árvore,1653,Sapium glandulosum,Euphorbiaceae,Sapium,glandulosum,NA,zoochoric,6,"6,7",5,5,"0,435",20,Sapium glandulosum,sp_1005,17664,Sapium glandulosum (L.) Morong,NA,Euphorbiaceae,species,accepted,Sapium glandulosum,NA,,Sapium glandulosum,Arbusto|arvore,Terricola,burra leiteira/PORTUGUES/Acre | janaguba/PORTUGUES/Acre | seringarana/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Schizocalyx cuspidatus,11,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schizocalyx cuspidatus,sp_1008,128994,Schizocalyx cuspidatus (A.St.-Hil.) Kainul. & B. Bremer,NA,Rubiaceae,species,accepted,Schizocalyx cuspidatus,NA,,Schizocalyx cuspidatus,Arbusto|arvore,Terricola,quinza-cinzena/PORTUGUES/Rio de Janeiro | quina-do-mato/PORTUGUES/Rio de Janeiro,BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Brasiliocroton mamoninha,11,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasiliocroton mamoninha,sp_0895,17470,Brasiliocroton mamoninha P.E.Berry & Cordeiro,NA,Euphorbiaceae,species,accepted,Brasiliocroton mamoninha,NA,,Brasiliocroton mamoninha,arvore,Terricola,mamoninha/PORTUGUES/NA,BR-BA|BR-ES|BR-MA|BR-MG,native,1,0,0,0,0,0,0,0
Abarema langsdorffii,11,Arbusto|Árvore,5,Abarema langsdorffii,Fabaceae,Abarema,langsdorffii,orthodox,zoochoric,"5,5","6,4",NA,NA,NA,5,Abarema langsdorffii,sp_0879,17978,Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,NA,Fabaceae,species,accepted,Abarema langsdorffii,NA,,Abarema langsdorffii,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Myrcia cerqueiria,11,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrcia cerqueiria,sp_0973,126953,Myrcia cerqueiria (Nied.) E.Lucas & Sobral,NA,Myrtaceae,species,accepted,Myrcia cerqueiria,NA,,Myrcia cerqueiria,arvore,Terricola,NA,BR-BA|BR-ES|BR-RJ,native,1,0,0,0,0,0,0,0
Vismia micrantha,11,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vismia micrantha,sp_1032,8016,Vismia micrantha A.St.-Hil.,NA,Hypericaceae,species,accepted,Vismia micrantha,NA,,Vismia micrantha,Arbusto|arvore,Terricola,NA,BR-MG|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Miconia brunnea,11,Árvore,1106,Miconia brunnea,Melastomataceae,Miconia,brunnea,orthodox,zoochoric,5,NA,1,NA,NA,7,Miconia brunnea,sp_0964,9676,Miconia brunnea DC.,NA,Melastomataceae,species,accepted,Miconia brunnea,NA,,Miconia brunnea,arvore,Terricola,NA,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Alchornea glandulosa,11,Árvore,38,Alchornea glandulosa,Euphorbiaceae,Alchornea,glandulosa,orthodox,zoochoric,6,9,5,8,"0,4",20,Alchornea glandulosa subsp. iricurana,sp_3296,35649,Alchornea glandulosa subsp. iricurana (Casar.) Secco,NA,Euphorbiaceae,subspecies,accepted,Alchornea glandulosa subsp. iricurana,NA,,Alchornea glandulosa subsp. iricurana,arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-MG|BR-MT|BR-PR|BR-RJ|BR-SC|BR-SE|BR-SP,native,1,0,0,0,0,0,0,0
Paradrypetes ilicifolia,11,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paradrypetes ilicifolia,sp_0986,38637,Paradrypetes ilicifolia Kuhlm.,NA,Rhizophoraceae,species,accepted,Paradrypetes ilicifolia,NT,,Paradrypetes ilicifolia,arvore,Terricola,ameixa/PORTUGUES/Sudeste do Brasil | folha-de-serra/PORTUGUES/Sudeste do Brasil | serrinha/PORTUGUES/Sudeste do Brasil,BR-ES|BR-MG,native,1,0,0,0,0,0,0,0
Eugenia sonderiana,11,Arbusto|Árvore,660,Eugenia sonderiana,Myrtaceae,Eugenia,sonderiana,recalcitrant,zoochoric,8,9,5,"6,6","0,75",8,Eugenia sonderiana,sp_0933,10532,Eugenia sonderiana O.Berg,NA,Myrtaceae,species,accepted,Eugenia sonderiana,NA,,Eugenia sonderiana,Arbusto|arvore,Terricola,NA,BR-BA|BR-CE|BR-GO|BR-MG|BR-PR|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Protium warmingianum,11,Árvore,1552,Protium warmingianum,Burseraceae,Protium,warmingianum,recalcitrant,zoochoric,26,20,9,16,NA,20,Protium warmingianum,sp_0997,6601,Protium warmingianum Marchand,NA,Burseraceae,species,accepted,Protium warmingianum,NA,,Protium warmingianum,arvore,Terricola,NA,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-RJ|BR-SE,native,1,0,0,0,0,0,0,0
Amburana cearensis,11,Árvore,58,Amburana cearensis,Fabaceae,Amburana,cearensis,orthodox,abiotic,11,75,"12,9","17,9","0,575",10,Amburana cearensis,sp_0883,22781,Amburana cearensis (Allemao) A.C.Sm.,NA,Fabaceae,species,accepted,Amburana cearensis,NT,,Amburana cearensis,arvore,Terricola,Cerejeira/PORTUGUES/NA | Cumaru de cheiro/PORTUGUES/nordeste,BR-AL|BR-BA|BR-CE|BR-ES|BR-GO|BR-MG|BR-MS|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Ceiba erianthos,11,Árvore,283,Ceiba erianthos,Malvaceae,Ceiba,erianthos,orthodox,abiotic,NA,NA,NA,NA,"0,2",12,Ceiba erianthos,sp_0903,9034,Ceiba erianthos (Cav.) K.Schum.,NA,Malvaceae,species,accepted,Ceiba erianthos,NA,,Ceiba erianthos,arvore,Terricola,paineira-da-praia/PORTUGUES/Rio de Janeiro,BR-BA|BR-CE|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Myrciaria cuspidata,11,Árvore,1287,Myrciaria cuspidata,Myrtaceae,Myrciaria,cuspidata,recalcitrant,zoochoric,6,6,"3,6","5,6","0,99",6,Myrciaria cuspidata,sp_0978,10788,Myrciaria cuspidata O.Berg,NA,Myrtaceae,species,accepted,Myrciaria cuspidata,LC,,Myrciaria cuspidata,arvore,Terricola,NA,BR-BA|BR-CE|BR-GO|BR-MG|BR-MS|BR-MT|BR-PI|BR-PR|BR-RS|BR-SC|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Aniba canelilla,11,Árvore,75,Aniba canelilla,Lauraceae,Aniba,canelilla,recalcitrant,zoochoric,16,"21,5","14,4","19,3",1,NA,Aniba canelilla,sp_0885,23347,Aniba canelilla (Kunth) Mez,NA,Lauraceae,species,accepted,Aniba canelilla,NA,,Aniba canelilla,arvore,Terricola,canelao/PORTUGUES/Acre | louro - inamui­/PORTUGUES/Acre,BR-AC|BR-AM|BR-AP|BR-ES|BR-MG|BR-MS|BR-MT|BR-RO|BR-RR,native,1,0,0,0,0,0,0,0
Inga thibaudiana,10,Árvore,890,Inga thibaudiana,Fabaceae,Inga,thibaudiana,recalcitrant,zoochoric,26,13,"4,28","5,9",NA,15,Inga thibaudiana,sp_1093,23033,Inga thibaudiana DC.,NA,Fabaceae,species,accepted,Inga thibaudiana,NA,,Inga thibaudiana,arvore,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SP,native,1,0,0,0,0,0,0,0
Guatteria pogonopus,10,Árvore,770,Guatteria pogonopus,Annonaceae,Guatteria,pogonopus,recalcitrant,zoochoric,6,11,NA,NA,NA,15,Guatteria pogonopus,sp_1087,110437,Guatteria pogonopus Mart.,NA,Annonaceae,species,accepted,Guatteria pogonopus,NA,,Guatteria pogonopus,arvore,Terricola,NA,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE,native,1,0,0,0,0,0,0,0
Micropholis gardneriana,10,Arbusto|Árvore,1171,Micropholis gardneriana,Sapotaceae,Micropholis,gardneriana,recalcitrant,zoochoric,"11,2","12,4","6,92",10,"0,75",15,Micropholis gardneriana,sp_1110,14489,Micropholis gardneriana (A.DC.) Pierre,NA,Sapotaceae,species,accepted,Micropholis gardneriana,NA,,Micropholis gardneriana,Arbusto|arvore,Terricola,catuaba/PORTUGUES/Maranhao,BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-SE,native,"0,5","0,5",0,0,0,0,0,0
Ocotea indecora,10,Árvore,1362,Ocotea indecora,Lauraceae,Ocotea,indecora,recalcitrant,zoochoric,10,20,8,18,"0,473",18,Ocotea indecora,sp_1115,8463,Ocotea indecora (Schott) Mez,NA,Lauraceae,species,accepted,Ocotea indecora,NA,,Ocotea indecora,arvore,Terricola,NA,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Allophylus semidentatus,10,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allophylus semidentatus,sp_1038,20877,Allophylus semidentatus (Miq.) Radlk.,NA,Sapindaceae,species,accepted,Allophylus semidentatus,LC,,Allophylus semidentatus,arvore,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-GO|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RO|BR-SP,native,1,0,0,0,0,0,0,0
Ossaea angustifolia,10,Arbusto|Árvore,1398,Ossaea angustifolia,Melastomataceae,Ossaea,angustifolia,orthodox,zoochoric,"4,2","5,2",NA,NA,NA,NA,Ossaea angustifolia,sp_1121,9830,Ossaea angustifolia (DC.) Triana,NA,Melastomataceae,species,accepted,Ossaea angustifolia,NA,,Ossaea angustifolia,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Trichilia emarginata,10,Arbusto|Árvore,1899,Trichilia emarginata,Meliaceae,Trichilia,emarginata,recalcitrant,zoochoric,"3,2","12,6",NA,NA,NA,20,Trichilia emarginata,sp_1166,10004,Trichilia emarginata (Turcz.) C.DC.,NA,Meliaceae,species,accepted,Trichilia emarginata,LC,,Trichilia emarginata,Arbusto|arvore,Terricola,NA,BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PB|BR-PE|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Mollinedia longifolia,10,Arbusto|Árvore,1192,Mollinedia longifolia,Monimiaceae,Mollinedia,longifolia,recalcitrant,zoochoric,8,15,NA,NA,NA,5,Mollinedia longifolia,sp_1111,10091,Mollinedia longifolia Perkins,NA,Monimiaceae,species,accepted,Mollinedia longifolia,NA,,Mollinedia longifolia,Arbusto|arvore,Terricola,NA,BR-ES|BR-RJ,native,"0,5","0,5",0,0,0,0,0,0
Chusquea nutans,10,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chusquea nutans,sp_1061,13108,Chusquea nutans L.G.Clark,NA,Poaceae,species,accepted,Chusquea nutans,NA,,Chusquea nutans,arvore,Terricola,NA,BR-BA|BR-MG,native,1,0,0,0,0,0,0,0
Hillia parasitica,10,Arbusto|Árvore|Subarbusto,805,Hillia parasitica,Rubiaceae,Hillia,parasitica,orthodox,abiotic,NA,NA,NA,NA,NA,5,Hillia parasitica,sp_1089,14062,Hillia parasitica Jacq.,NA,Rubiaceae,species,accepted,Hillia parasitica,LC,,Hillia parasitica,Arbusto|arvore|Subarbusto,Terricola,NA,BR-AM|BR-BA|BR-CE|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SP,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Eschweilera ovata,10,Árvore,582,Eschweilera ovata,Lecythidaceae,Eschweilera,ovata,recalcitrant,zoochoric,"30,63","21,49","17,78","20,7","0,965",18,Eschweilera ovata,sp_1079,8554,Eschweilera ovata (Cambess.) Mart. ex Miers,NA,Lecythidaceae,species,accepted,Eschweilera ovata,NA,,Eschweilera ovata,arvore,Terricola,biriba/PORTUGUES/NA | biriba-branca/PORTUGUES/NA | biriba-preta/PORTUGUES/NA | tauari-sinho/PORTUGUES/Maranhao,BR-AL|BR-AP|BR-BA|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-SE,native,1,0,0,0,0,0,0,0
Tovomita fructipendula,10,Arbusto|Árvore,1886,Tovomita fructipendula,Clusiaceae,Tovomita,fructipendula,NA,zoochoric,NA,NA,NA,NA,"0,8",5,Tovomita fructipendula,sp_1164,101370,Tovomita fructipendula (Ruiz & Pav.) Cambess.,NA,Clusiaceae,species,accepted,Tovomita fructipendula,NA,,Tovomita fructipendula,Arbusto|arvore,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-ES|BR-MA|BR-PA|BR-PB|BR-PE|BR-RJ|BR-RN|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Sloanea hirsuta,10,Árvore,1716,Sloanea hirsuta,Elaeocarpaceae,Sloanea,hirsuta,recalcitrant,zoochoric,20,22,"8,5","17,1","0,88",20,Sloanea hirsuta,sp_1152,103503,Sloanea hirsuta (Schott) Planch. ex Benth.,NA,Elaeocarpaceae,species,accepted,Sloanea hirsuta,LC,,Sloanea hirsuta,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Miconia tristis,10,Arbusto|Árvore,1165,Miconia tristis,Melastomataceae,Miconia,tristis,orthodox,zoochoric,"3,6","3,4",NA,NA,NA,5,Miconia tristis,sp_1109,9776,Miconia tristis Spring,NA,Melastomataceae,species,accepted,Miconia tristis,NA,,Miconia tristis,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Myrcia obovata,10,Árvore,1262,Myrcia obovata,Myrtaceae,Myrcia,obovata,recalcitrant,zoochoric,"5,8","5,1","2,3","4,5",NA,6,Myrcia obovata,sp_1112,25862,Myrcia obovata (O.Berg) Nied.,NA,Myrtaceae,species,accepted,Myrcia obovata,LC,,Myrcia obovata,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-SP,native,1,0,0,0,0,0,0,0
Casearia javitensis,10,Arbusto|Árvore,263,Casearia javitensis,Salicaceae,Casearia,javitensis,orthodox,zoochoric,8,11,NA,NA,"0,75",3,Casearia javitensis,sp_1055,14372,Casearia javitensis Kunth,NA,Salicaceae,species,accepted,Casearia javitensis,NA,,Casearia javitensis,Arbusto|arvore,Terricola,capani§a/PORTUGUES/Acre | mata calado/PORTUGUES/Acre | mutamba brava/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RO|BR-RR|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Psychotria mapourioides,10,Arbusto|Árvore,1586,Psychotria mapourioides,Rubiaceae,Psychotria,mapourioides,orthodox,zoochoric,"3,8","5,6",2,NA,NA,15,Psychotria mapourioides,sp_1136,24556,Psychotria mapourioides DC.,NA,Rubiaceae,species,accepted,Psychotria mapourioides,NA,,Psychotria mapourioides,Arbusto|arvore,Terricola,apurui­/PORTUGUES/Acre,BR-AC|BR-AM|BR-BA|BR-PA|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Clusia spiritu-sanctensis,10,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clusia spiritu-sanctensis,sp_1065,111781,Clusia spiritu-sanctensis G.Mariz & B.Weinberg,NA,Clusiaceae,species,accepted,Clusia spiritu-sanctensis,NA,,Clusia spiritu-sanctensis,arvore|Arbusto,Terricola|Hemiepifita,NA,BR-ES,native,"0,5","0,5",0,0,0,"0,5",0,"0,5"
